time,buy_id,sell_id,quantity,price
19:59:21,2,1,10,101.0
19:59:21,4,3,10,103.0
19:59:21,0,5,10,100.0
19:59:21,8,7,10,102.0
19:59:21,6,11,10,101.0
19:59:21,14,13,10,103.0
19:59:21,12,15,10,102.0
19:59:21,18,17,10,102.0
